Year,Name,College,POS,Height,Weight,HandSize,ArmLength,Wonderlic,FortyYard,BenchPress,VertLeap,BroadJump,Shuttle,ThreeCone,SixtyYdShuttle,Touches,RushAvg,RushTDPct,RecAvg,RecTDPct,Rookie AV
2015,Malcolm Brown,Texas,RB,71.375,224,10.25,32.75,,4.62,19,34.5,117,4.15,6.86,11.32,681,4.3,0.038,7.5,0.059,4
2015,Karlos Williams,Florida St.,RB,72.75,230,9.75,33,,4.48,16,33.5,117,4.46,7.16,,278,5.9,0.091,8.9,0.027,4
2015,Terron Ward,Oregon St.,RB,65.875,197,,,,4.49,,,,,,,464,4.9,0.058,7.6,0.034,3
2015,Akeem Hunt,Purdue,RB,69.75,189,,,,4.38,,,,,,,471,5.5,0.03,8.4,0.06,2
2015,Raheem Mostert,Purdue,RB,70.375,190,,,,4.34,,,,,,,155,5.6,0.044,6.4,0,2
2015,Marcus Murphy,Missouri,RB,68.625,193,8.63,31,,4.61,11,29,109,4.4,,,387,5.8,0.047,6.4,0.04,2
2015,David Cobb,Minnesota,RB,70.875,229,9.38,31.63,,4.59,17,38.5,121,,,,597,5.1,0.036,10,0,1
2015,Alonzo Harris,Louisiana,RB,73,243,,,,4.56,,,,,,,733,4.7,0.063,8.1,0.034,0
2015,B.J. Catalon,TCU,RB,67.375,186,9,30,,4.57,,36,114,4.15,6.9,,376,5,0.049,8.2,0.042,0
2015,Bill Belton,Penn St.,RB,68.875,204,,,,4.55,,,,,,,406,4.7,0.039,8,0.078,0
2015,Brandon Wegher,Morningside (IA),RB,70.375,214,,,,4.52,,,,,,,175,4,0.049,8.6,0,0
2015,Braylon Heard,Kentucky,RB,69.625,198,9,30.25,,4.63,19,30.5,116,4.4,7.19,,174,5.6,0.054,5.1,0,0
2015,Dee Hart,Colorado St.,RB,67.5,199,9,29.75,,4.8,,33,113,4.38,7.2,,257,6.1,0.072,10.4,0.1,0
2015,Dominique Brown,Louisville,RB,73.875,234,9.5,32.38,,4.62,17,,,,,,469,4.3,0.038,8.9,0.04,0
2015,Dreamius Smith,West Virginia,RB,70.625,217,,,,4.59,,,,,,,196,5.2,0.055,4,0,0
2015,Jahwan Edwards,Ball St.,RB,69.5,220,8.88,31.63,,4.8,16,35.5,117,4.5,7.63,12.4,941,5.2,0.058,6.3,0,0
2015,Jawon Chisholm,Akron,RB,72.75,202,,,,4.63,,,,,,,786,4.9,0.037,8,0.035,0
2015,Jesse Callier,Washington,RB,70.25,202,,,,4.53,,,,,,,227,5.2,0.026,6.2,0,0
2015,Joe Bergeron,Texas A&M-Commerce,RB,72.125,235,,,,4.62,,,,,,,293,5.1,0.092,9.5,0,0
2015,Joe Hill,Utah St.,RB,70.375,183,,,,4.3,,,,,,,253,4.8,0.059,14.1,0.125,0
2015,John Crockett,North Dakota St.,RB,71.75,217,9.75,31,,4.62,15,40,125,4.25,7.15,,0,,,,,0
2015,Jordon James,UCLA,RB,68.5,194,,,,4.43,,,,,,,294,4.4,0.038,8.5,0.018,0
2015,Kenny Williams,Texas Tech,RB,69.375,225,,,,4.58,,,,,,,382,4.8,0.05,10.5,0.067,0
2015,Keshawn Hill,Sam Houston St.,RB,69.75,211,,,,4.59,,,,,,,0,,,,,0
2015,Kevin Parks,Virginia,RB,66.75,201,,,,4.53,,,,,,,831,4.4,0.04,7.6,0.039,0
2015,Lyle McCombs,Rhode Island,RB,67.75,171,,,,4.57,,,,,,,740,4,0.027,7.6,0.048,0
2015,Malcolm Agnew,Southern Illinois,RB,69.125,202,,,,4.59,,,,,,,156,4.6,0.039,4,0.25,0
2015,Marlin Lane,Tennessee,RB,71.625,210,,,,4.59,,,,,,,448,4.6,0.024,7.8,0.03,0
2015,Michael Dyer,Louisville,RB,68.5,218,9.5,30.63,,4.58,26,34,120,,,,586,5.3,0.038,8,0,0
2015,Nick Hill,Michigan St.,RB,65.75,197,,,,4.4,,,,,,,232,5,0.049,10,0,0
2015,Synjyn Days,Georgia Tech,RB,72.625,232,,,,4.67,,,,,,,262,5.5,0.071,11.6,0.143,0
2015,Terrell Watson,Azusa Pacific (CA),RB,72.625,239,,,,4.59,,,,,,,0,,,,,0
2015,Terrence Magee,LSU,RB,68.5,213,9,30,,4.57,22,37,115,4.37,7.52,,250,5.9,0.053,9.5,0,0
2015,Terris Jones-Grigsby,Arizona,RB,66.875,198,,,,4.56,,,,,,,136,4.7,0.025,12.5,0,0
2015,Tony Creecy,North Carolina St.,RB,70.375,215,,,,4.56,,,,,,,399,3.9,0.028,5.7,0.08,0
2015,Trey Williams,Texas A&M,RB,67.5,195,8.25,29.88,,4.49,18,33.5,119,4.12,6.84,11.45,242,6.6,0.088,8.7,0.026,0
2015,Venric Mark,West Texas A&M,RB,66.75,175,,,,4.38,,,,,,,311,5.8,0.046,6.4,0.032,0
2015,Josh Robinson,Mississippi St.,RB,67.875,217,10.13,29.75,,4.7,21,32,113,,,,366,6.2,0.046,11.5,0.023,0
2015,Kenny Hilliard,LSU,RB,71.625,226,9.25,31.25,,4.83,,27,111,4.4,7.17,,313,5.2,0.089,6.3,0.091,0
2016,Ezekiel Elliott,Ohio St.,RB,71.75,225,10.25,31.25,,4.47,,32.5,118,,,,650,6.7,0.073,7.7,0.017,52
2016,Derrick Henry,Alabama,RB,74.625,247,8.75,33,,4.54,22,37,130,4.38,7.2,11.5,619,6,0.07,16.8,0.176,29
2016,Jordan Howard,Indiana,RB,71.875,230,9,32.25,,,16,34,122,,,,671,5.7,0.037,10.9,0.125,26
2016,Kenyan Drake,Alabama,RB,72.625,210,9.75,31.75,,4.45,10,34.5,123,4.21,7.04,,279,6.4,0.077,12.4,0.087,23
2016,Alex Collins,Arkansas,RB,70,217,9.25,30.25,,4.59,18,28.5,113,,,,692,5.6,0.054,6.2,0,14
2016,Peyton Barber,Auburn,RB,70,228,9.38,30.25,,4.64,20,32.5,111,4.21,7,11.65,259,4.3,0.052,10.2,0,13
2016,DeAndre Washington,Texas Tech,RB,68.25,204,9,30,,4.49,24,34.5,116,4.2,7.03,11.63,729,5.6,0.038,8.8,0.032,12
2016,Devontae Booker,Utah,RB,70.75,219,8.63,31.63,,,22,,,,,,640,5,0.038,7.8,0.025,12
2016,Wendell Smallwood,West Virginia,RB,70.5,208,9.25,30.5,,4.47,14,33.5,120,4.28,6.83,11.14,493,5.8,0.028,9.1,0,10
2016,C.J. Prosise,Notre Dame,RB,72.5,220,8.5,32.13,,4.48,,35.5,121,,,,229,6.9,0.072,14.5,0.048,5
2016,Kenneth Dixon,Louisiana Tech,RB,70.125,215,9.5,31.38,,4.56,18,37.5,121,4.28,6.97,11.5,889,5.6,0.09,11.1,0.172,5
2016,Paul Perkins,UCLA,RB,70.375,208,9,31.63,,4.54,19,32,124,,,,701,5.6,0.047,9.2,0.038,5
2016,Dwayne Washington,Washington,RB,73,223,,,,,,,,,,,267,5.8,0.075,10,0.098,4
2016,Jonathan Williams,Arkansas,RB,70.75,220,10,31.63,,,16,,,,,,432,5.7,0.039,13.3,0.231,3
2016,Andy Janovich,Nebraska,RB,73,238,9.75,31.63,,4.81,30,34,119,4.32,7.28,11.95,50,6,0.067,17.4,0,2
2016,Dan Vitale,Northwestern,RB,72.875,239,9.75,31.75,,4.6,30,38.5,123,4.12,7.12,11.36,141,4.8,0,10.6,0.081,1
2016,Josh Ferguson,Illinois,RB,69.5,198,9,30,,4.48,21,34.5,120,,,,673,5.1,0.036,9,0.048,1
2016,Tre Madden,USC,RB,72.25,223,9.38,29.75,,,24,,,,,,255,5.2,0.036,10.4,0.156,1
2016,Aaron Green,TCU,RB,70.875,203,,,,,,,,,,,509,5.4,0.047,8.3,0.125,0
2016,Brandon Johnson,Penn St.,RB,74,228,,,,,,,,,,,4,5.8,0,,,0
2016,Brandon Wilds,South Carolina,RB,72.75,220,,,,4.54,21,36.5,118,4.33,7.08,,438,4.9,0.034,9.2,0.051,0
2016,Christian Powell,Colorado,RB,71.25,229,,,,,,,,,,,494,4.4,0.039,6.9,0,0
2016,Devon Johnson,Marshall,RB,72.5,238,9.25,31.25,,,,,,,,,332,7.8,0.082,15.7,0.222,0
2016,Glenn Gronkowski,Kansas St.,RB,74.125,239,9.5,30.75,,4.71,17,33,120,4.45,7.1,11.95,31,3.2,0.063,24.6,0.333,0
2016,J.C. Coleman,Virginia Tech,RB,66,189,,,,,,,,,,,386,4.4,0.02,6.1,0.026,0
2016,Jaylen Walton,Mississippi,RB,68,176,,,,,,,,,,,458,5.1,0.044,10.1,0.068,0
2016,Jhurell Pressley,New Mexico,RB,70.125,206,,,,,,,,,,,412,6.9,0.089,12.2,0.056,0
2016,Johnathan Gray,Texas,RB,69.625,215,,,,,,,,,,,629,4.5,0.029,8,0.019,0
2016,Marshaun Coprich,Illinois St.,RB,68,207,9,29.63,,4.47,17,34,112,4.58,7.26,12.09,0,,,,,0
2016,Quayvon Hicks,Georgia,RB,72.875,259,9.63,31.25,,,,,,,,,35,7.2,0.13,11,0,0
2016,Rodrick Williams,Minnesota,RB,69.125,224,,,,,,,,,,,184,4.7,0.052,10.3,0,0
2016,Russell Hansbrough,Missouri,RB,67.875,192,,,,,,,,,,,497,5,0.032,4.3,0,0
2016,Shadrach Thornton,North Carolina St.,RB,71.625,217,,,,4.75,12,31,116,4.21,6.85,,574,5,0.037,8.3,0.033,0
2016,Shaquille Powell,Duke,RB,69.125,210,,,,,,,,,,,410,4.6,0.02,7.4,0.065,0
2016,Soma Vainuku,USC,RB,71.5,246,9.5,32.75,,4.68,26,32,108,,,,41,6.2,0.125,7.3,0.059,0
2016,Tra Carson,Texas A&M,RB,71.25,227,9.25,31.5,,,19,,,,,,515,4.9,0.042,7.3,0.024,0
2016,Daniel Lasco,California,RB,72.25,209,9.13,32,,4.46,23,41.5,135,4.26,7.22,11.31,396,5.4,0.052,9.5,0.042,0
2016,Darius Jackson,East. Michigan,RB,72,220,,,,,,,,,,,365,5,0.053,8.5,0.091,0
2016,Keenan Reynolds,Navy,RB,69.5,190,,,,,,,,,,,978,4.7,0.09,47,0,0
2016,Keith Marshall,Georgia,RB,71.375,219,9.38,31.63,,4.31,25,30.5,,,,,277,5.5,0.047,9.4,0.125,0
2016,Kelvin Taylor,Florida,RB,70.25,207,8.25,29.25,,4.6,15,32,113,,,,510,4.3,0.047,7.5,0,0
2016,Tyler Ervin,San Jose St.,RB,69.875,192,9.13,29.75,,4.41,17,39,130,,,,615,5.3,0.036,9,0.046,0
2016,Zac Brooks,Clemson,RB,71.875,199,,,,,,,,,,,133,5.2,0.043,11.6,0.176,0
